+--------+--------+--------+--------+--------+-----+---------------+---------------------+---------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF       |        C_prim       |
|   7    |  RBF   |   1    |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.4136550360925618 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10197138749555859 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2578132117940602 |
|   7    |  RBF   |   1    |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.6004787494935389 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.18763986027762053 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3940593048855797 |
|   7    |  RBF   |   1    |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.703614455100427  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23869405477760736 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4711542549390172 |
|   7    |  RBF   |   1    |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9636714150650206 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8052497807937694 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.884460597929395  |
|   7    |  RBF   |   1    |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9381753902368066 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6147546296802304 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7764650099585185 |
|   7    |  RBF   |   1    |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.5536698593684727 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.13705604516806696 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.34536295226826985 |
|   7    |  RBF   |   1    |   -    |  0.01  |  1  |  (0.1, 1, 1)  | 0.41143044993529376 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10898045792231006 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2602054539288019 |
|   7    |  RBF   |   1    |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.5996960664408468 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.19004231350583406 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3948691899733404 |
|   7    |  RBF   |   1    |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.703614455100427  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23719296542911078 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4704037102647689 |
|   7    |  RBF   |   1    |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9693550490977023 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7528829127246566 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8611189809111794 |
|   7    |  RBF   |   1    |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9424815790196817 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6126774913553155 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7775795351874986 |
|   7    |  RBF   |   1    |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.5443790459974115 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.13484118622616803 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.33961011611178976 |
|   7    |  RBF   |   1    |   -    |  0.01  |  10 |  (0.1, 1, 1)  | 0.41285393747977767 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10898045792231006 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2609171977010439 |
|   7    |  RBF   |   1    |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.6053564437993375 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.19108943392468225 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3982229388620099 |
|   7    |  RBF   |   1    |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.703614455100427  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.24610903956851024 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4748617473344686 |
|   6    | Linear | 0.0001 |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9822175243417195 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9213282433995402 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9517728838706299 |
|   6    | Linear | 0.0001 |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9822175243417195 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9211259955456056 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9516717599436626 |
|   6    | Linear | 0.0001 |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9964667612261018 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8950437089791714 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9457552351026366 |
|   6    | Linear | 0.001  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9875178484676136 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9148063697277996 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9511621090977066 |
|   6    | Linear | 0.001  |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9861516519401267 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9144890890653242 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9503203705027254 |
|   6    | Linear | 0.001  |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9960619228127454 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9170974590706237 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9565796909416846 |
|   6    | Linear |  0.01  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9802399259660854 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9163779563901115 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9483089411780985 |
|   6    | Linear |  0.01  |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9974842767295599 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8592310845162464 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9283576806229031 |
|   6    | Linear |  0.01  |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9870294487454336 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9465507860767038 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9667901174110687 |
|   6    | Linear |  0.1   |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9801600227631084 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9179376687247551 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9490488457439318 |
|   6    | Linear |  0.1   |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9987421383647799 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9516461740393343 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9751941562020571 |
|   6    | Linear |  0.1   |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9957970440034973 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9525257951234328 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9741614195634651 |
|   6    | Linear |   1    |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9967674308514237 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9219383040403375 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9593528674458807 |
|   6    | Linear |   1    |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9961819596899515 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9147247134217806 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9554533365558661 |
|   6    | Linear |   1    |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.995405630440579  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9278816112105648 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9616436208255719 |
|   6    |  Poly  | 0.0001 |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.5438814823907846 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12865878858039492 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.33627013548558976 |
|   6    |  Poly  | 0.0001 |   2    |   -    |  1  |  (0.1, 1, 1)  |  0.5220039040508381 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1250917099698491 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3235478070103436 |
|   6    |  Poly  | 0.0001 |   2    |   -    |  10 |  (0.1, 1, 1)  | 0.28231367285243486 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.0869019430590968 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.18460780795576584 |
|   6    |  Poly  | 0.0001 |   3    |   -    | 0.1 |  (0.1, 1, 1)  | 0.48362325453743277 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11598400025125151 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.29980362739434213 |
|   6    |  Poly  | 0.0001 |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.4786895724624146 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11130694932739063 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2949982608949026 |
|   6    |  Poly  | 0.0001 |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.3658806558304234 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09729660783645536 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.23158863183343936 |
|   6    |  Poly  | 0.001  |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.4767215029167901 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1114504461530909 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2940859745349405 |
|   6    |  Poly  | 0.001  |   2    |   -    |  1  |  (0.1, 1, 1)  |  0.3967655314497815 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09736393655062325 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.24706473400020237 |
|   6    |  Poly  | 0.001  |   2    |   -    |  10 |  (0.1, 1, 1)  |  0.2997464415216649 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.0881078654618984 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19392715349178166 |
|   6    |  Poly  | 0.001  |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.5601553120004183 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22926471676031177 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.39471001438036507 |
|   6    |  Poly  | 0.001  |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.5359888099850268 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12246092828605111 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.329224869135539  |
|   6    |  Poly  | 0.001  |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.4631219831294725 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12001592474130725 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2915689539353899 |
|   6    |  Poly  |  0.01  |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.36452839667752734 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09039373188476803 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.22746106428114768 |
|   6    |  Poly  |  0.01  |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.31380488052959665 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09008610927859129 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.20194549490409397 |
|   6    |  Poly  |  0.01  |   2    |   -    |  10 |  (0.1, 1, 1)  |  0.2985442468421435 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08902702505699027 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19378563594956688 |
|   6    |  Poly  |  0.01  |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9363013757428513 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5059290351488478 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7211152054458496 |
|   6    |  Poly  |  0.01  |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.9753171287552169 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5619504303267934 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7686337795410052 |
|   6    |  Poly  |  0.01  |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.9507413445164079 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.4221968390372625 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.6864690917768352 |
|   6    |  Poly  |  0.1   |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.3041031460693359 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.0901985892755495 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19715086767244272 |
|   6    |  Poly  |  0.1   |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.33636722793772067 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09244286799738641 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.21440504796755355 |
|   6    |  Poly  |  0.1   |   2    |   -    |  10 |  (0.1, 1, 1)  |  0.3013979550605259 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09026525651321857 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19583160578687225 |
|   6    |  Poly  |  0.1   |   3    |   -    | 0.1 |  (0.1, 1, 1)  |   0.99052417470802  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7811228651333451 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8858235199206825 |
|   6    |  Poly  |  0.1   |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.9903056929226629 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7297614492645319 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8600335710935973 |
|   6    |  Poly  |  0.1   |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.9923168439828581 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6723571853904531 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8323370146866556 |
|   6    |  Poly  |   1    |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.7760458124649883 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.19872414962956786 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.48738498104727807 |
|   6    |  Poly  |   1    |   2    |   -    |  1  |  (0.1, 1, 1)  |  0.6415359895633038 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23749756815663967 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.43951677885997176 |
|   6    |  Poly  |   1    |   2    |   -    |  10 |  (0.1, 1, 1)  |   0.65592913099788  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2511322715624882 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4535307012801841 |
|   6    |  Poly  |   1    |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9857076332358515 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7842073985139847 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8849575158749181 |
|   6    |  Poly  |   1    |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.9833021198368215 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8053674767717739 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8943347983042977 |
|   6    |  Poly  |   1    |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.993551729286617  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8932226334311562 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9433871813588866 |
|   6    |  RBF   | 0.0001 |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.976537820367092  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9235547882266071 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9500463042968496 |
|   6    |  RBF   | 0.0001 |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9751387960336733 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9193581656326595 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9472484808331664 |
|   6    |  RBF   | 0.0001 |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9719567098672044 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.882393422722612  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9271750662949082 |
|   6    |  RBF   | 0.0001 |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8172475763683147 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2901205921514271 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5536840842598709 |
|   6    |  RBF   | 0.0001 |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7123049493545156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20186527865413187 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4570851140043237 |
|   6    |  RBF   | 0.0001 |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.6671534382901981 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22426126501159072 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4457073516508944 |
|   6    |  RBF   | 0.0001 |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.976537820367092  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9235547882266071 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9500463042968496 |
|   6    |  RBF   | 0.0001 |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9751387960336733 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9193581656326595 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9472484808331664 |
|   6    |  RBF   | 0.0001 |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9719567098672044 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.882393422722612  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9271750662949082 |
|   6    |  RBF   | 0.0001 |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8172475763683147 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2901205921514271 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5536840842598709 |
|   6    |  RBF   | 0.0001 |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7123049493545156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20186527865413187 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4570851140043237 |
|   6    |  RBF   | 0.0001 |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.6671534382901981 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22547049476331918 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44631196652675864 |
|   6    |  RBF   | 0.0001 |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9793250925208156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9222676031834418 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9507963478521286 |
|   6    |  RBF   | 0.0001 |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9713924389132084 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9080191931511508 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9397058160321796 |
|   6    |  RBF   | 0.0001 |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.947305512250751  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7009203705612077 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8241129414059793 |
|   6    |  RBF   | 0.0001 |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.8064461849782513 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2550115451982566 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5307288650882539 |
|   6    |  RBF   | 0.0001 |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7173833172269605 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21189212217198178 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4646377196994711 |
|   6    |  RBF   | 0.0001 |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.6665040876408475 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22865495696302135 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44757952230193443 |
|   6    |  RBF   | 0.001  |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.976537820367092  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9235547882266071 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9500463042968496 |
|   6    |  RBF   | 0.001  |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9751387960336733 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9193581656326595 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9472484808331664 |
|   6    |  RBF   | 0.001  |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9719567098672044 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.882393422722612  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9271750662949082 |
|   6    |  RBF   | 0.001  |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8172475763683147 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2901205921514271 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5536840842598709 |
|   6    |  RBF   | 0.001  |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7123049493545156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20186527865413187 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4570851140043237 |
|   6    |  RBF   | 0.001  |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.6671534382901981 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2254672019318134 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4463103201110058 |
|   6    |  RBF   | 0.001  |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.976537820367092  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9235547882266071 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9500463042968496 |
|   6    |  RBF   | 0.001  |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9751387960336733 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9193581656326595 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9472484808331664 |
|   6    |  RBF   | 0.001  |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9719567098672044 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.882393422722612  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9271750662949082 |
