+--------+------------+----------------+-------------+---------------+---------------------+---------------------+
|  PCA   | g (target) | g (NON target) |   function  | Working Point |        minDCF       |        C_prim       |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.29283824522181556 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6317659565217244 |
|   4    |     4      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.9960969354917031 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2800364369034711 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6380666861975871 |
|   4    |     4      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.9967860745591788 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2751145089095839 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6359502917343813 |
|   4    |     4      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.973199892869537  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2951992229481638 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6341995579088504 |
|   4    |     8      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.9913785045651287 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.3314321889325966 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6614053467488626 |
|   4    |     8      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9901155408240143 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.32918381958446064 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6596496802042375 |
|   4    |     8      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9913996303861211 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.3263338109686908 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6588667206774059 |
|   4    |     8      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.9872166805991764 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.27672246903780956 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.631969574818493  |
|   4    |     8      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9932703510003094 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.27063411260910664 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6319522318047079 |
|   4    |     8      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9913996303861211 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.3263338109686908 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6588667206774059 |
|   4    |     8      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.9886321562861111 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.27912881666511746 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6338804864756142 |
|   4    |     8      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9941382516934452 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2674125213663582 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6307753865299017 |
|   4    |     8      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9913996303861211 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.3263338109686908 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6588667206774059 |
|   4    |     8      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.9886401681436604 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.27731093079782987 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6329755494707452 |
|   4    |     8      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9943443706569282 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.26733756187903657 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6308409662679824 |
|   4    |     8      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9932831108732774 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2686697423350294 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6309764266041533 |
|   4    |     8      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.9859840436613794 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2809126014729422 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6334483225671608 |
|   4    |     8      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.9944873729720485 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2726604853558204 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6335739291639344 |
|   4    |     8      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.9932039136595524 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2712196716429695 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6322117926512609 |
|   4    |     16     |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.9862940023344857 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.33449279514812985 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6603933987413078 |
|   4    |     16     |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9894486949493541 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.33136495268638755 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6604068238178709 |
|   4    |     16     |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9966846178967919 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.33063132196118067 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6636579699289863 |
|   4    |     16     |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.9893337819309951 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.28037435543010886 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6348540686805519 |
|   4    |     16     |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9855762733739635 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.274434731857538  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6300055026157507 |
|   4    |     16     |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9966846178967919 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.33063132196118067 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6636579699289863 |
|   4    |     16     |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.9886687236961347 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2820801365339058 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6353744301150203 |
|   4    |     16     |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9868501587242818 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.27472274123280654 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6307864499785442 |
|   4    |     16     |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9966846178967919 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.33063132196118067 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6636579699289863 |
|   4    |     16     |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.9894603706713537 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.2856045929328126 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.6375324818020831 |
